Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
63,Female,58.0,1.66,156,100,58,0.94,291.9,Strength,27.3,2.3,5,3,21.05
51,Male,93.7,1.83,170,125,57,0.84,386.8,Strength,23.2,3.4,5,3,27.98
31,Male,79.2,1.81,188,152,62,1.02,735.6,Strength,17.9,3.4,4,1,24.18
43,Female,56.4,1.68,181,138,60,1.35,723.5,Strength,27.8,2.5,4,3,19.98
62,Female,63.6,1.69,160,129,68,1.43,694.0,Strength,26.5,2.8,6,3,22.27
44,Female,68.2,1.62,177,118,65,1.12,433.8,Yoga,30.9,2.9,1,2,25.99
26,Female,60.6,1.67,197,166,73,0.8,551.9,Yoga,30.5,2.5,1,2,21.73
43,Female,41.9,1.57,178,147,72,0.74,458.7,Strength,19.9,1.9,3,3,17.0
64,Female,63.6,1.65,155,133,68,0.79,405.3,Yoga,27.2,2.7,3,2,23.36
39,Female,65.2,1.66,180,100,56,1.06,288.3,Strength,34.2,3.1,5,3,23.66
64,Male,75.1,1.75,153,83,53,1.03,50.0,Strength,24.1,3.0,5,3,24.52
47,Male,95.7,1.82,179,122,74,0.82,369.4,Cardio,20.1,3.4,2,1,28.89
60,Male,85.4,1.86,163,94,58,0.99,129.0,Yoga,24.9,3.5,2,1,24.68
65,Male,84.0,1.82,147,101,75,1.14,199.7,Yoga,25.1,3.4,1,1,25.36
34,Male,84.4,1.73,190,156,66,0.8,610.8,Cardio,25.5,3.4,3,2,28.2
43,Female,70.1,1.69,173,155,80,0.72,446.5,Yoga,33.3,2.9,1,2,24.54
53,Male,103.6,1.8,169,112,67,0.9,328.7,Yoga,30.8,3.9,1,1,31.98
18,Male,69.5,1.86,195,177,64,0.53,507.4,Strength,18.4,2.8,3,2,20.09
25,Male,79.1,1.93,194,144,76,1.0,665.9,Yoga,9.6,3.4,2,1,21.24
52,Male,83.5,1.77,172,131,58,1.03,497.2,Strength,20.0,3.4,6,2,26.65
32,Male,97.8,1.84,192,108,52,0.92,343.4,Strength,24.8,3.8,6,2,28.89
64,Male,82.3,1.86,157,117,55,1.64,521.4,Yoga,25.7,3.7,6,3,23.79
39,Male,62.0,1.72,183,163,72,0.47,351.8,HIIT,19.2,2.5,3,1,20.96
31,Female,86.5,1.68,185,148,67,1.06,564.7,Strength,42.3,3.3,4,2,30.65
43,Female,62.1,1.69,179,131,57,1.2,576.8,Strength,31.4,2.7,4,2,21.74
45,Male,92.7,1.9,178,164,70,0.48,397.3,Strength,20.1,3.7,4,3,25.68
40,Female,76.4,1.62,188,137,51,1.36,666.5,Strength,36.5,2.9,5,3,29.11
31,Female,59.5,1.61,187,112,72,0.8,280.7,HIIT,30.6,2.7,2,2,22.95
41,Female,57.9,1.61,179,168,77,0.4,289.4,HIIT,27.7,2.1,2,2,22.34
19,Female,61.4,1.65,201,178,62,0.58,439.6,Strength,34.2,2.7,5,3,22.55
62,Male,80.9,1.71,160,136,59,0.73,358.9,Cardio,24.0,3.5,1,2,27.67
43,Female,65.2,1.52,180,147,60,0.69,398.6,Strength,35.8,2.2,6,3,28.22
31,Female,72.0,1.71,192,173,70,0.42,302.1,Strength,33.4,2.9,4,2,24.62
24,Female,82.6,1.63,199,183,55,0.57,431.4,Strength,41.0,3.7,6,3,31.09
20,Male,83.3,1.84,196,167,66,0.9,810.4,Strength,25.5,3.5,4,2,24.6
64,Male,94.0,1.8,148,93,45,1.1,147.6,Strength,24.7,3.4,6,3,29.01
40,Male,72.8,1.78,178,137,57,0.97,525.0,Yoga,20.9,2.9,1,1,22.98
63,Male,125.5,1.96,157,125,62,0.96,495.7,Strength,32.9,4.9,6,3,32.67
60,Male,92.9,1.76,158,123,55,1.43,592.0,Strength,31.2,3.8,6,3,29.99
64,Male,74.5,1.76,155,139,64,0.52,257.3,Yoga,19.7,2.8,3,2,24.05
62,Male,103.2,1.87,157,95,58,0.94,173.2,Cardio,27.2,3.8,6,3,29.51
35,Female,76.1,1.61,187,161,64,0.78,498.6,Strength,36.6,3.0,3,3,29.36
55,Female,65.6,1.48,162,105,71,0.88,281.9,Yoga,37.9,2.3,2,1,29.95
52,Female,45.2,1.63,168,104,59,0.95,330.3,Strength,23.3,1.9,5,3,17.01
32,Male,90.5,1.83,188,132,52,1.23,700.6,Strength,25.2,3.7,6,3,27.02
42,Male,92.3,1.87,180,152,80,0.85,617.7,Yoga,24.1,3.9,2,1,26.39
54,Male,83.8,1.79,169,105,64,0.99,240.1,Yoga,29.8,3.4,3,2,26.15
45,Male,81.9,1.8,180,147,53,0.77,495.2,Strength,23.2,3.6,6,3,25.28
27,Male,92.5,1.91,191,161,53,0.57,485.7,Strength,27.3,4.0,6,3,25.36
56,Female,76.1,1.62,158,126,74,1.18,515.7,Yoga,42.5,3.1,1,1,29.0
34,Female,65.9,1.58,185,164,72,0.73,493.4,Yoga,38.1,3.0,2,1,26.4
56,Male,74.7,1.72,159,147,58,0.42,248.1,Strength,20.0,3.0,4,2,25.25
39,Male,89.2,1.77,189,171,62,0.32,287.5,HIIT,34.3,3.4,4,3,28.47
43,Male,87.9,1.84,174,161,69,0.56,443.9,Yoga,25.2,3.5,1,1,25.96
61,Male,82.4,1.77,161,113,72,1.15,334.3,Strength,24.8,3.4,3,2,26.3
42,Female,78.5,1.59,181,107,66,0.92,272.3,Strength,42.5,3.4,4,2,31.05
34,Male,69.6,1.74,187,148,73,0.95,616.5,Strength,18.4,3.1,4,2,22.99
30,Male,63.6,1.82,196,143,55,1.08,646.1,Yoga,13.3,2.3,5,3,19.2
37,Male,86.6,1.87,182,167,72,0.53,456.1,Yoga,29.9,3.5,2,1,24.76
42,Male,79.1,1.77,175,132,67,1.1,559.0,Yoga,25.9,3.2,3,2,25.25
21,Female,71.8,1.63,196,133,60,0.95,430.0,Yoga,35.9,3.1,6,3,27.02
27,Male,77.9,1.77,195,155,78,1.18,892.3,Cardio,20.6,3.2,2,1,24.87
20,Male,81.2,1.73,199,166,61,0.82,726.0,Strength,23.1,3.5,3,3,27.13
58,Female,84.1,1.59,159,106,61,1.04,308.3,HIIT,45.0,3.2,4,3,33.27
62,Female,75.2,1.66,159,143,56,0.47,260.4,Strength,34.2,3.2,5,3,27.29
35,Female,70.6,1.59,187,175,82,0.47,347.3,Cardio,35.4,2.6,2,1,27.93
64,Male,74.5,1.76,157,122,60,0.82,279.6,Strength,24.1,2.9,4,2,24.05
53,Male,68.0,1.86,170,105,63,1.09,218.5,Strength,20.6,2.6,3,3,19.66
64,Female,45.7,1.64,156,148,78,0.53,340.1,Yoga,20.3,2.0,2,1,16.99
39,Female,65.6,1.7,179,162,60,0.65,434.8,Strength,27.1,2.7,6,3,22.7
51,Female,45.2,1.63,171,114,77,1.05,431.3,Yoga,24.3,2.2,2,1,17.01
64,Female,71.6,1.65,153,102,66,0.99,296.8,Strength,35.2,2.9,4,3,26.3
25,Female,63.1,1.65,192,175,67,0.35,259.7,Cardio,28.2,2.8,2,1,23.18
57,Female,52.9,1.63,166,121,55,0.87,389.8,Strength,21.8,2.2,6,3,19.91
61,Male,80.0,1.79,158,122,62,1.41,515.1,Strength,24.3,3.1,5,3,24.97
36,Male,64.8,1.72,189,143,61,1.31,765.4,Strength,15.6,2.7,5,2,21.9
59,Male,84.5,1.8,164,135,59,1.02,511.6,Strength,24.4,3.9,4,2,26.08
58,Female,71.7,1.63,161,102,70,1.09,319.6,Yoga,38.1,3.3,3,3,26.99
54,Female,56.4,1.6,167,149,72,0.46,284.3,Strength,30.1,2.2,4,3,22.03
23,Female,63.7,1.64,205,163,58,0.45,297.8,Strength,31.4,2.9,5,3,23.68
43,Female,65.5,1.61,179,135,76,1.32,660.2,Yoga,29.2,2.8,1,2,25.27
51,Female,57.9,1.72,171,153,80,0.65,414.6,Yoga,25.2,2.5,1,1,19.57
62,Female,71.3,1.68,156,143,69,0.48,269.3,Yoga,32.0,3.0,2,1,25.26
23,Male,66.7,1.85,203,186,67,0.54,548.8,Yoga,13.0,3.1,6,3,19.49
54,Male,80.2,1.74,170,121,81,0.94,354.4,Yoga,24.3,3.3,2,2,26.49
50,Female,54.5,1.54,168,135,77,1.03,543.4,Yoga,34.6,2.0,1,1,22.98
39,Male,55.6,1.69,187,138,57,1.14,574.7,Strength,14.1,2.5,5,3,19.47
38,Female,54.0,1.55,182,163,76,0.49,340.7,Yoga,27.6,2.7,2,2,22.48
23,Male,84.3,1.93,194,140,58,0.99,643.8,Strength,20.8,2.9,4,2,22.63
23,Female,74.1,1.62,195,164,66,0.64,415.6,Cardio,42.4,3.2,6,2,28.24
65,Female,65.1,1.61,158,148,71,0.48,291.7,Cardio,35.1,2.6,4,2,25.11
21,Male,59.7,1.68,196,179,63,0.41,384.9,Strength,17.7,2.2,6,3,21.15
47,Male,92.7,1.75,170,154,58,0.45,329.2,Strength,26.0,3.8,5,3,30.27
28,Female,70.1,1.62,191,176,71,0.46,339.9,Cardio,36.8,2.5,2,1,26.71
47,Female,65.0,1.67,172,154,55,0.71,445.3,Strength,32.8,2.8,6,3,23.31
48,Male,61.8,1.8,170,148,70,0.92,539.3,Strength,16.1,3.1,4,2,19.07
41,Male,71.3,1.76,178,160,70,0.49,363.6,Yoga,22.2,3.1,2,1,23.02
26,Female,64.6,1.65,197,157,72,0.87,543.6,Strength,28.5,3.1,2,1,23.73
20,Male,80.8,1.77,201,181,68,0.59,601.8,Strength,29.7,3.3,4,2,25.79
48,Female,72.5,1.65,170,153,70,0.84,510.9,Yoga,34.3,3.2,1,2,26.63
57,Female,80.8,1.72,162,135,62,0.64,311.9,Yoga,37.4,3.2,6,2,27.31
54,Female,45.3,1.55,166,141,65,0.78,457.8,Strength,26.3,2.0,4,2,18.86
53,Female,67.9,1.64,167,127,51,1.0,455.1,Strength,35.5,2.9,5,3,25.25
41,Male,79.3,1.82,179,145,62,0.75,471.9,Yoga,22.5,3.4,3,2,23.94
48,Male,87.8,1.61,175,144,72,0.78,486.9,Strength,24.4,3.9,4,2,33.87
23,Male,70.6,1.69,198,182,68,0.61,604.7,Yoga,16.9,2.8,2,1,24.72
19,Male,70.7,1.78,202,178,79,0.68,657.5,Strength,25.0,2.9,2,2,22.31
37,Male,76.2,1.75,187,149,66,0.67,447.7,Strength,21.2,3.3,4,2,24.88
45,Male,78.4,1.79,181,113,65,0.93,302.8,Yoga,19.8,2.7,3,2,24.47
28,Male,56.8,1.8,188,150,78,1.08,699.8,Strength,21.8,1.9,4,1,17.53
21,Female,66.4,1.6,194,109,59,0.97,299.2,Strength,34.9,2.9,3,3,25.94
32,Male,62.2,1.63,187,164,62,0.53,412.6,Yoga,20.0,2.5,3,2,23.41
23,Male,85.3,1.87,199,146,57,1.04,735.8,Strength,22.6,3.4,5,3,24.39
47,Female,63.4,1.72,174,134,67,1.22,612.2,Strength,29.9,2.8,6,3,21.43
55,Male,63.3,1.75,168,107,73,1.01,201.3,Yoga,18.5,2.8,2,1,20.67
19,Male,81.6,1.72,200,149,75,1.31,963.7,Cardio,23.9,3.3,2,1,27.58
32,Female,63.9,1.5,182,118,64,0.98,374.7,Cardio,42.1,2.6,3,3,28.4
28,Male,83.2,1.79,188,156,76,0.92,715.3,Yoga,22.0,3.5,2,1,25.97
25,Male,58.2,1.79,197,126,72,1.04,461.2,Strength,12.5,2.6,1,1,18.16
43,Male,90.6,1.86,180,141,69,1.26,780.5,Strength,27.7,3.8,3,2,26.19
62,Female,41.0,1.5,152,120,78,1.09,510.7,Yoga,30.9,2.1,2,1,18.22
61,Male,71.9,1.8,163,146,72,0.53,296.4,Yoga,19.4,2.7,1,1,22.19
22,Male,95.2,1.86,199,181,53,0.54,569.8,Strength,27.1,4.2,5,3,27.52
23,Female,73.0,1.65,197,176,74,0.44,320.5,HIIT,36.8,2.8,2,1,26.81
43,Male,76.3,1.71,175,157,82,0.62,448.5,Yoga,26.0,3.2,1,1,26.09
21,Female,84.1,1.7,204,148,61,1.72,905.6,HIIT,38.8,3.7,4,2,29.1
36,Female,74.7,1.68,187,169,59,0.43,298.5,Cardio,36.0,2.8,6,3,26.47
37,Male,55.9,1.79,184,101,59,0.95,167.2,HIIT,17.4,2.3,4,3,17.45
50,Female,57.9,1.58,168,149,67,0.73,446.1,Yoga,31.5,2.9,1,1,23.19
37,Female,72.0,1.72,188,142,72,0.94,495.3,Yoga,30.3,3.2,3,2,24.34
29,Male,69.2,1.7,191,177,69,0.41,379.1,Strength,24.3,2.8,3,3,23.94
64,Female,54.4,1.56,157,123,76,1.37,637.9,Yoga,26.9,2.7,2,1,22.35
18,Female,61.1,1.71,202,181,54,0.49,380.5,Strength,27.0,2.6,4,3,20.9
43,Male,105.4,1.79,175,137,63,1.58,988.3,Strength,33.2,4.3,3,3,32.9
31,Male,72.5,1.77,190,167,69,0.47,393.8,Strength,19.9,2.8,3,3,23.14
55,Male,102.5,1.77,167,131,58,0.86,454.3,Strength,28.1,4.1,4,3,32.72
54,Female,49.9,1.56,165,144,56,0.41,245.1,Strength,29.6,1.9,5,3,20.5
28,Male,84.0,1.77,193,120,69,0.99,449.5,Strength,22.2,3.7,3,2,26.81
53,Female,65.6,1.61,167,124,51,1.22,536.9,Cardio,36.3,3.0,6,3,25.31
30,Female,59.3,1.67,193,152,63,0.78,473.2,Yoga,25.8,2.7,1,1,21.26
60,Female,54.2,1.54,159,104,65,0.92,312.7,Yoga,29.6,2.3,2,1,22.85
20,Female,72.3,1.72,201,121,67,1.06,396.1,Yoga,37.9,2.8,3,2,24.44
50,Female,55.8,1.61,171,140,55,0.89,495.9,Strength,27.3,2.8,6,3,21.53
23,Female,63.5,1.64,196,152,61,0.95,562.0,Strength,37.1,2.9,6,3,23.61
27,Female,49.1,1.7,191,158,66,0.75,495.3,Strength,22.0,2.4,3,3,16.99
22,Male,90.4,1.83,196,150,65,0.73,555.6,Yoga,31.5,3.2,5,3,26.99
40,Male,80.3,1.67,181,136,66,1.2,664.3,Yoga,28.0,3.0,1,1,28.79
27,Female,65.1,1.58,192,161,75,0.99,644.2,Yoga,37.1,3.2,2,2,26.08
61,Female,92.6,1.69,158,124,62,1.46,583.5,Yoga,47.5,3.8,3,3,32.42
19,Male,79.5,1.72,203,159,77,1.45,1189.1,Yoga,29.6,3.4,2,1,26.87
30,Female,85.3,1.73,193,165,66,0.88,565.8,Strength,40.1,3.5,4,2,28.5
57,Male,91.4,1.78,167,145,54,0.62,382.8,HIIT,24.6,3.7,6,3,28.85
19,Male,49.1,1.7,199,170,57,0.77,641.4,Strength,10.9,2.1,6,3,16.99
37,Male,82.3,1.78,186,142,66,1.1,684.4,Yoga,32.3,3.4,3,2,25.98
18,Female,49.7,1.59,208,134,63,1.11,550.4,Strength,31.5,2.3,3,1,19.66
54,Female,59.6,1.71,166,149,69,0.53,324.5,Strength,28.8,2.7,4,2,20.38
26,Male,66.5,1.78,194,122,53,0.82,351.0,Yoga,17.7,2.4,5,2,20.99
34,Male,66.1,1.68,185,168,76,0.62,508.4,Strength,18.5,2.9,3,3,23.42
26,Male,75.6,1.68,191,125,61,0.98,471.5,Strength,31.1,2.9,6,3,26.79
28,Male,66.6,1.6,195,176,76,0.43,391.8,Yoga,21.3,3.0,2,1,26.02
32,Male,69.8,1.69,188,159,90,0.95,717.1,Yoga,15.5,3.4,1,1,24.44
41,Female,62.4,1.52,179,159,72,0.58,381.4,Yoga,31.7,2.7,2,1,27.01
55,Male,86.3,1.78,167,153,60,0.4,272.4,Strength,25.8,3.8,5,3,27.24
52,Female,70.9,1.65,170,152,75,0.48,292.3,Yoga,34.7,2.7,1,1,26.04
47,Male,59.2,1.79,171,135,78,1.02,473.4,Cardio,15.3,2.5,2,1,18.48
48,Female,53.3,1.56,170,122,82,0.91,404.2,Yoga,30.7,2.3,2,1,21.9
22,Female,70.2,1.69,196,162,68,0.35,224.9,Strength,30.7,3.1,4,2,24.58
61,Female,76.4,1.68,165,106,62,0.9,282.2,Strength,36.0,3.3,5,3,27.07
31,Female,60.8,1.75,193,122,55,0.98,404.3,Strength,32.0,2.7,6,2,19.85
28,Female,72.4,1.72,194,167,64,0.38,257.3,Strength,33.8,2.7,4,2,24.47
26,Female,49.9,1.62,193,154,83,0.93,588.0,Yoga,26.9,1.9,1,1,19.01
51,Male,90.0,1.79,168,151,60,0.56,383.7,Strength,28.6,3.7,6,3,28.09
29,Female,62.5,1.57,192,143,67,0.92,498.7,Cardio,37.7,2.3,4,3,25.36
52,Male,59.2,1.73,175,133,54,1.17,504.9,Strength,18.4,2.6,5,3,19.78
52,Female,54.5,1.66,169,156,70,0.33,219.2,Yoga,20.6,2.3,3,3,19.78
18,Female,68.7,1.63,204,126,62,1.04,426.5,Strength,35.6,2.5,3,3,25.86
57,Male,92.9,1.78,155,143,67,0.47,283.7,Yoga,25.7,3.8,1,1,29.32
39,Female,61.1,1.72,182,152,66,0.66,404.5,Yoga,26.9,2.8,3,2,20.65
46,Male,89.3,1.81,170,157,53,0.3,225.6,Strength,32.3,3.3,4,2,27.26
25,Male,64.6,1.69,194,121,77,0.91,379.0,Strength,24.1,2.6,1,2,22.62
28,Male,87.7,1.79,192,137,59,1.33,822.5,Yoga,26.1,3.2,6,3,27.37
58,Male,90.1,1.83,161,127,56,1.51,676.5,Strength,26.4,3.7,5,2,26.9
54,Female,56.3,1.5,164,151,72,0.48,302.9,Yoga,34.6,2.0,1,1,25.02
31,Female,56.0,1.76,187,160,57,0.78,518.7,Strength,26.4,2.4,6,3,18.08
47,Male,82.3,1.75,172,118,69,0.93,349.8,Yoga,26.5,3.2,1,1,26.87
52,Female,72.4,1.66,167,128,75,1.45,655.9,Yoga,30.6,2.9,2,1,26.27
38,Female,64.7,1.58,182,170,72,0.48,346.0,Yoga,38.8,2.4,2,1,25.92
54,Male,86.2,1.85,166,137,74,0.93,501.2,Yoga,21.8,3.5,1,1,25.19
22,Female,59.8,1.67,202,170,65,0.84,598.6,Yoga,30.8,3.0,3,2,21.44
36,Male,86.6,1.75,178,139,71,1.22,744.5,HIIT,25.5,3.5,2,1,28.28
31,Male,81.8,1.72,190,141,59,1.0,629.1,Strength,22.7,3.5,5,2,27.65
43,Female,60.6,1.71,177,114,61,1.18,441.8,Strength,26.8,2.5,6,3,20.72
21,Female,78.3,1.64,199,160,63,1.02,626.3,HIIT,40.9,3.5,4,2,29.11
42,Female,57.7,1.52,176,123,76,1.23,536.6,Yoga,35.2,2.4,2,2,24.97
62,Male,82.7,1.82,158,137,77,0.64,323.7,Yoga,21.3,2.8,1,2,24.97
59,Male,88.0,1.92,156,125,59,0.84,353.7,Yoga,25.6,3.9,3,2,23.87
42,Female,62.8,1.61,179,167,70,0.42,297.9,HIIT,32.7,2.5,4,2,24.23
35,Female,83.7,1.69,186,143,66,1.29,657.9,Strength,39.8,3.5,6,3,29.31
57,Female,77.5,1.66,161,134,57,0.84,409.0,Cardio,42.5,3.0,6,2,28.12
25,Female,73.6,1.62,201,113,72,0.96,312.3,Cardio,37.3,3.0,2,2,28.04
56,Male,80.6,1.79,164,123,57,1.15,449.1,Yoga,20.2,3.2,6,3,25.16
57,Female,80.7,1.71,163,99,60,1.21,310.5,Strength,32.0,3.3,6,3,27.6
31,Male,71.5,1.82,193,143,68,1.17,722.9,Yoga,21.8,3.0,3,2,21.59
49,Male,80.4,1.74,177,139,58,0.76,421.8,Yoga,23.6,3.0,3,2,26.56
55,Female,66.8,1.67,162,135,61,0.72,367.6,Yoga,33.2,3.0,3,2,23.95
50,Female,48.8,1.68,168,154,77,0.39,257.3,Yoga,21.5,2.2,1,1,17.29
40,Female,49.1,1.61,180,148,57,0.66,402.6,Strength,28.5,2.2,6,3,18.94
32,Male,63.3,1.69,186,133,53,1.34,671.5,Strength,20.8,2.5,6,3,22.16
50,Female,66.4,1.6,173,146,64,0.93,536.2,Strength,33.9,2.8,6,3,25.94
42,Female,51.9,1.53,175,152,54,0.67,424.0,Strength,29.5,2.4,5,3,22.17
34,Male,71.9,1.79,190,150,66,1.09,734.2,Yoga,16.5,3.2,3,2,22.44
50,Female,70.4,1.61,172,128,65,1.06,481.1,Yoga,39.2,2.5,4,2,27.16
64,Male,73.1,1.8,159,140,67,1.03,514.8,Yoga,15.0,3.2,2,2,22.56
19,Female,83.3,1.69,198,170,66,0.94,626.9,Strength,40.1,3.6,4,3,29.17
31,Male,87.5,1.75,188,155,76,0.9,694.8,Cardio,21.2,3.4,1,1,28.57
57,Female,64.5,1.62,166,111,71,0.9,326.6,Yoga,33.4,2.6,1,2,24.58
57,Female,74.8,1.66,165,138,56,0.54,279.4,Strength,35.5,3.1,6,3,27.14
56,Male,88.3,1.82,163,108,69,1.12,310.0,Yoga,26.3,3.6,4,2,26.66
23,Male,70.8,1.73,197,175,50,0.69,640.7,Strength,22.4,3.0,6,3,23.66
23,Female,79.5,1.7,196,112,54,0.82,251.0,Strength,36.0,3.0,5,3,27.51
20,Male,82.9,1.72,199,174,75,1.14,1097.4,Cardio,28.5,3.6,1,1,28.02
24,Male,72.4,1.85,193,169,70,0.49,429.2,Yoga,21.0,2.6,1,1,21.15
25,Male,85.7,1.85,192,115,63,1.02,430.8,Strength,21.5,3.4,4,2,25.04
59,Male,75.7,1.74,164,111,79,0.87,225.6,Yoga,24.7,3.1,1,1,25.0
32,Female,74.8,1.65,187,135,55,0.85,400.9,Strength,31.2,3.0,5,3,27.47
64,Female,63.2,1.66,159,142,65,0.3,171.5,Strength,25.4,2.7,5,3,22.94
46,Male,80.9,1.9,176,132,50,1.41,707.4,Strength,26.8,3.5,5,2,22.41
50,Male,77.7,1.76,171,162,60,0.49,368.7,Yoga,27.6,3.2,2,1,25.08
47,Male,91.7,1.79,171,118,61,1.05,423.1,Strength,30.7,3.7,5,3,28.62
56,Male,63.6,1.77,160,119,54,1.43,437.4,Strength,21.2,3.2,5,3,20.3
44,Female,50.2,1.55,175,148,68,0.79,483.7,Yoga,29.0,2.3,2,1,20.89
53,Female,58.8,1.61,172,112,61,1.17,439.2,Yoga,26.5,2.7,6,2,22.68
46,Male,77.2,1.82,177,155,63,0.42,293.7,Strength,24.2,3.1,3,3,23.31
55,Male,59.4,1.8,163,147,79,0.46,253.0,Cardio,21.7,2.6,1,1,18.33
50,Male,96.4,1.8,169,121,55,1.02,443.5,Strength,30.2,3.8,5,2,29.75
54,Female,72.0,1.73,163,125,76,1.37,597.3,Yoga,34.2,3.1,1,1,24.06
44,Male,68.8,1.71,171,153,63,0.61,404.4,Strength,21.8,3.0,4,3,23.53
50,Female,81.2,1.64,170,118,68,0.95,351.6,HIIT,40.0,3.3,1,2,30.19
21,Male,74.4,1.66,204,148,64,0.92,644.2,Yoga,25.4,3.1,6,3,27.0
39,Female,68.5,1.74,186,156,80,0.98,612.7,Yoga,26.4,3.5,2,1,22.63
19,Male,86.8,1.86,203,186,69,0.41,444.9,Yoga,24.6,3.4,1,1,25.09
27,Female,61.6,1.59,191,168,72,0.74,519.4,Yoga,33.1,2.5,1,1,24.37
22,Male,89.5,1.74,194,175,82,0.39,384.0,Cardio,25.1,3.5,1,1,29.56
27,Male,75.8,1.78,196,165,61,0.84,706.2,Strength,21.0,3.2,3,2,23.92
50,Male,63.0,1.8,171,105,61,0.92,179.3,Yoga,14.8,2.5,3,2,19.44
55,Female,48.2,1.64,164,150,68,0.57,365.1,Strength,21.1,2.1,4,2,17.92
30,Male,106.0,1.89,189,140,87,0.94,650.4,Cardio,32.7,3.9,2,1,29.67
48,Female,56.4,1.61,174,139,74,1.31,717.4,Strength,23.9,2.0,1,1,21.76
64,Female,74.9,1.67,154,145,80,0.41,233.5,Cardio,38.0,3.2,1,1,26.86
53,Male,79.3,1.79,168,113,67,1.12,341.6,Yoga,27.3,3.1,1,1,24.75
62,Male,70.6,1.75,154,133,76,0.73,317.6,Yoga,18.0,2.7,1,1,23.05
41,Male,71.4,1.74,186,112,64,1.01,311.2,Yoga,23.1,2.9,3,2,23.58
32,Female,84.8,1.68,186,166,65,0.38,247.9,Strength,44.6,3.4,6,3,30.05
46,Male,61.6,1.78,176,103,64,1.0,184.3,Strength,18.8,2.5,6,3,19.44
25,Female,64.6,1.67,191,160,77,0.63,405.1,Strength,29.8,2.5,4,1,23.16
22,Female,79.0,1.69,198,157,55,0.79,469.7,HIIT,36.8,3.1,5,2,27.66
46,Male,59.2,1.72,177,144,74,0.66,362.0,HIIT,19.3,3.1,2,1,20.01
64,Male,92.2,1.78,159,126,59,1.17,500.3,Strength,26.3,3.4,6,2,29.1
21,Male,87.5,1.78,201,185,70,0.55,589.8,Cardio,29.1,3.2,1,1,27.62
29,Male,90.9,1.89,191,158,58,0.59,480.6,Strength,23.2,3.6,6,2,25.45
62,Male,71.2,1.77,156,124,70,1.19,422.9,Strength,23.1,3.1,4,2,22.73
19,Male,53.3,1.65,198,158,55,0.86,633.3,Cardio,18.2,2.9,5,2,19.58
44,Female,71.7,1.63,181,102,55,1.04,289.5,Strength,31.6,2.9,6,2,26.99
48,Female,89.5,1.62,172,148,62,0.69,376.3,Strength,47.2,3.6,4,2,34.1
53,Female,57.8,1.52,168,113,59,0.93,356.8,Yoga,32.2,2.1,3,3,25.02
53,Male,70.3,1.97,170,126,61,1.2,476.4,Strength,13.3,3.2,5,2,18.11
43,Female,72.8,1.67,179,115,62,1.17,419.7,Strength,32.4,3.0,4,2,26.1
60,Female,74.0,1.64,160,92,54,0.86,195.3,Strength,36.4,2.9,6,3,27.51
44,Female,56.6,1.63,178,149,68,0.46,279.3,Yoga,31.4,2.4,3,2,21.3
22,Female,58.4,1.62,196,120,65,1.05,414.3,Strength,26.3,2.5,4,3,22.25
37,Female,58.1,1.63,178,157,63,0.96,622.4,Strength,26.7,2.8,4,2,21.87
28,Male,77.5,1.85,196,158,61,0.48,374.1,Strength,18.3,3.4,6,3,22.64
27,Male,89.0,1.93,191,176,55,0.47,459.6,Strength,18.0,3.2,5,3,23.89
57,Female,56.4,1.62,162,120,55,1.0,435.3,Yoga,28.9,2.4,3,2,21.49
55,Female,51.6,1.6,164,129,81,1.26,629.5,Yoga,24.3,2.4,1,2,20.16
23,Female,67.5,1.64,195,156,69,1.19,725.9,Yoga,32.4,2.8,2,1,25.1
25,Male,69.0,1.7,198,171,55,1.0,881.4,Strength,16.2,3.3,5,3,23.88
40,Male,71.2,1.76,181,142,62,0.93,541.2,Yoga,25.1,3.0,3,2,22.99
64,Female,68.3,1.66,155,136,66,0.86,450.5,Yoga,34.6,3.3,4,2,24.79
43,Male,64.2,1.83,173,155,64,0.56,375.7,Strength,16.8,2.7,3,2,19.17
63,Male,84.2,1.82,158,130,79,1.21,537.1,Cardio,27.2,3.4,2,1,25.42
60,Female,57.5,1.58,153,128,64,0.5,243.9,Yoga,29.8,2.5,6,2,23.03
29,Male,82.1,1.8,192,140,69,1.28,802.2,Strength,29.0,3.3,2,2,25.34
43,Male,68.8,1.63,181,142,68,1.05,594.7,Yoga,23.3,2.5,1,2,25.89
30,Female,73.8,1.61,190,175,70,0.33,240.2,Cardio,38.9,3.0,1,1,28.47
57,Male,68.5,1.66,167,123,76,1.04,367.3,Yoga,27.2,2.4,2,1,24.86
35,Male,100.9,1.89,181,135,57,1.35,833.9,Strength,25.0,4.2,5,2,28.25
42,Female,61.3,1.62,184,164,55,0.44,304.8,Strength,29.2,3.0,5,2,23.36
50,Male,85.0,1.9,173,134,59,1.37,712.3,Strength,24.0,3.6,4,3,23.55
64,Male,75.8,1.77,157,118,60,1.37,422.6,Yoga,25.3,3.1,1,1,24.19
57,Female,72.3,1.63,161,120,60,1.2,487.8,Yoga,38.0,2.9,4,2,27.21
60,Female,70.1,1.62,158,130,81,1.32,630.7,Yoga,30.4,3.1,1,2,26.71
